"Date","Price","Open","High","Low","Vol.","Change %"
"11/17/2023","70.27","70.99","71.65","68.09","701.36K","-1.01%"
"11/16/2023","70.99","73.98","74.32","69.91","510.53K","-4.04%"
"11/15/2023","73.98","70.60","74.27","70.50","546.16K","4.79%"
"11/14/2023","70.60","71.12","72.52","68.32","613.11K","-0.73%"
"11/13/2023","71.12","74.88","75.95","70.74","687.27K","-5.02%"
"11/12/2023","74.88","75.23","76.75","72.50","759.39K","-0.47%"
"11/11/2023","75.23","73.28","75.91","71.05","701.40K","2.76%"
"11/10/2023","73.21","73.86","75.46","71.26","659.85K","-0.88%"
"11/09/2023","73.86","73.06","76.11","69.01","1.04M","1.09%"
"11/08/2023","73.06","73.45","74.30","72.46","454.14K","-0.53%"
"11/07/2023","73.45","74.46","74.48","71.18","587.98K","-1.36%"
"11/06/2023","74.46","71.60","74.93","70.88","517.59K","3.95%"
"11/05/2023","71.63","70.44","72.30","69.91","605.96K","1.69%"
"11/04/2023","70.44","69.43","70.63","68.76","286.17K","1.45%"
"11/03/2023","69.43","69.38","69.53","67.65","366.61K","0.07%"
"11/02/2023","69.38","69.97","70.77","67.70","658.44K","-0.84%"
"11/01/2023","69.97","68.90","70.39","66.62","758.69K","1.55%"
"10/31/2023","68.90","69.20","70.48","68.06","616.19K","-0.43%"
"10/30/2023","69.20","68.79","69.76","67.67","391.52K","0.60%"
"10/29/2023","68.79","67.72","69.23","67.07","254.65K","1.58%"
"10/28/2023","67.72","66.99","68.38","66.96","393.57K","1.09%"
"10/27/2023","66.99","68.75","68.79","65.82","430.83K","-2.53%"
"10/26/2023","68.73","68.69","70.59","67.24","594.87K","0.06%"
"10/25/2023","68.69","69.14","70.40","67.85","555.66K","-0.65%"
"10/24/2023","69.14","69.03","72.73","67.55","927.60K","0.16%"
"10/23/2023","69.03","65.27","69.74","64.87","788.66K","5.76%"
"10/22/2023","65.27","64.75","66.29","63.35","569.76K","0.80%"
"10/21/2023","64.75","63.37","65.31","63.35","337.00K","2.18%"
"10/20/2023","63.37","61.79","64.21","61.58","437.73K","2.56%"
"10/19/2023","61.79","60.22","61.88","59.92","277.30K","2.64%"
"10/18/2023","60.20","62.07","62.64","60.04","320.50K","-3.01%"
"10/17/2023","62.07","63.19","63.31","61.56","285.99K","-1.77%"
"10/16/2023","63.19","61.62","66.20","61.57","679.98K","2.55%"
"10/15/2023","61.62","61.62","62.10","61.39","140.18K","0.00%"
"10/14/2023","61.62","61.58","61.96","61.40","121.56K","0.06%"
"10/13/2023","61.58","61.15","62.11","61.07","358.19K","0.70%"
"10/12/2023","61.15","61.55","61.55","60.47","285.30K","-0.65%"
"10/11/2023","61.55","63.58","63.75","61.18","287.05K","-3.19%"
"10/10/2023","63.58","63.05","63.82","62.59","234.68K","0.84%"
"10/09/2023","63.05","65.33","65.36","61.68","448.87K","-3.49%"
"10/08/2023","65.33","65.45","65.97","64.98","316.31K","-0.18%"
"10/07/2023","65.45","65.50","66.23","64.99","177.31K","-0.05%"
"10/06/2023","65.48","64.80","65.92","64.39","259.05K","1.05%"
"10/05/2023","64.80","64.42","65.20","63.93","371.72K","0.59%"
"10/04/2023","64.42","65.50","65.51","63.58","389.30K","-1.65%"
"10/03/2023","65.50","65.97","66.91","65.28","264.85K","-0.74%"
"10/02/2023","65.99","68.13","68.37","65.24","559.86K","-3.14%"
"10/01/2023","68.13","65.98","68.76","65.85","429.81K","3.29%"
"09/30/2023","65.96","65.55","66.59","65.35","179.49K","0.59%"
"09/29/2023","65.57","65.20","66.48","64.92","350.40K","0.57%"
"09/28/2023","65.20","63.54","65.50","63.15","446.34K","2.61%"
"09/27/2023","63.54","63.80","65.50","63.19","351.15K","-0.41%"
"09/26/2023","63.80","64.34","65.03","63.18","371.06K","-0.84%"
"09/25/2023","64.34","63.56","65.01","62.91","258.59K","1.23%"
"09/24/2023","63.56","65.06","65.09","63.31","207.82K","-2.31%"
"09/23/2023","65.06","64.36","65.24","64.36","387.91K","1.09%"
"09/22/2023","64.36","64.69","65.87","64.10","442.56K","-0.51%"
"09/21/2023","64.69","64.56","65.01","62.98","449.08K","0.20%"
"09/20/2023","64.56","67.28","67.77","63.72","931.38K","-4.04%"
"09/19/2023","67.28","65.87","68.27","65.68","526.94K","2.14%"
"09/18/2023","65.87","63.57","67.64","63.05","790.15K","3.62%"
"09/17/2023","63.57","65.39","65.40","62.94","497.12K","-2.78%"
"09/16/2023","65.39","65.89","66.81","64.42","391.49K","-0.76%"
"09/15/2023","65.89","62.82","66.19","62.57","540.57K","4.89%"
"09/14/2023","62.82","61.98","63.36","61.95","638.08K","1.36%"
"09/13/2023","61.98","59.95","62.70","59.67","512.02K","3.39%"
"09/12/2023","59.95","58.85","61.29","58.65","617.09K","1.87%"
"09/11/2023","58.85","61.12","61.62","57.79","792.91K","-3.71%"
"09/10/2023","61.12","63.05","63.05","60.28","486.99K","-3.06%"
"09/09/2023","63.05","62.61","63.23","62.53","153.12K","0.70%"
"09/08/2023","62.61","63.72","64.09","61.64","370.51K","-1.74%"
"09/07/2023","63.72","62.86","64.45","62.56","372.34K","1.37%"
"09/06/2023","62.86","63.14","63.68","61.72","463.94K","-0.44%"
"09/05/2023","63.14","63.75","63.76","62.58","475.83K","-0.96%"
"09/04/2023","63.75","63.93","64.92","63.12","389.30K","-0.27%"
"09/03/2023","63.92","64.59","64.82","63.59","257.57K","-1.04%"
"09/02/2023","64.59","62.99","64.64","62.97","295.60K","2.54%"
"09/01/2023","62.99","63.87","64.22","61.95","569.05K","-1.38%"
"08/31/2023","63.87","67.66","68.30","63.38","688.00K","-5.60%"
"08/30/2023","67.66","68.86","69.03","66.65","422.48K","-1.74%"
"08/29/2023","68.86","65.51","70.50","64.61","953.14K","5.11%"
"08/28/2023","65.51","65.39","65.72","64.12","401.86K","0.18%"
"08/27/2023","65.39","65.01","65.93","64.85","232.03K","0.58%"
"08/26/2023","65.01","65.13","65.57","64.91","205.56K","-0.18%"
"08/25/2023","65.13","64.88","65.37","63.71","400.72K","0.39%"
"08/24/2023","64.88","65.65","65.89","63.91","352.94K","-1.17%"
"08/23/2023","65.65","64.80","66.75","64.08","548.73K","1.31%"
"08/22/2023","64.80","66.98","67.20","62.58","727.16K","-3.25%"
"08/21/2023","66.98","65.25","67.09","64.80","795.51K","2.65%"
"08/20/2023","65.25","64.17","65.84","63.98","328.36K","1.71%"
"08/19/2023","64.15","63.97","64.93","63.57","511.25K","0.28%"
"08/18/2023","63.97","64.81","65.88","63.43","1.28M","-1.49%"
"08/17/2023","64.94","74.60","75.82","57.20","1.71M","-12.95%"
"08/16/2023","74.60","79.32","79.60","73.31","1.05M","-5.95%"
"08/15/2023","79.32","82.11","82.24","77.96","600.00K","-3.40%"
"08/14/2023","82.11","81.98","83.10","81.53","330.92K","0.16%"
"08/13/2023","81.98","83.48","83.76","81.32","331.07K","-1.80%"
"08/12/2023","83.48","83.58","84.00","83.27","178.59K","-0.12%"
"08/11/2023","83.58","83.14","83.65","82.78","186.71K","0.53%"
"08/10/2023","83.14","84.08","84.38","82.68","337.54K","-1.09%"
"08/09/2023","84.06","83.88","84.53","83.19","380.98K","0.21%"
"08/08/2023","83.88","82.48","85.35","81.79","735.79K","1.70%"
"08/07/2023","82.48","82.57","83.43","80.16","531.61K","-0.12%"
"08/06/2023","82.58","83.11","83.49","81.95","376.30K","-0.65%"
"08/05/2023","83.12","82.20","83.42","81.47","353.83K","1.12%"
"08/04/2023","82.20","82.65","83.87","81.15","959.86K","-0.54%"
"08/03/2023","82.65","87.55","88.38","81.69","1.13M","-5.58%"
"08/02/2023","87.53","93.97","94.50","86.16","1.52M","-6.85%"
"08/01/2023","93.97","92.22","93.97","89.36","1.19M","1.90%"
"07/31/2023","92.22","94.03","95.02","91.18","751.01K","-1.92%"
"07/30/2023","94.03","94.37","95.96","91.22","1.12M","-0.36%"
"07/29/2023","94.37","91.45","94.87","90.87","482.21K","3.19%"
"07/28/2023","91.45","90.59","91.98","90.55","400.63K","0.95%"
"07/27/2023","90.59","90.66","91.91","89.70","493.18K","-0.08%"
"07/26/2023","90.66","89.45","91.11","88.62","523.69K","1.35%"
"07/25/2023","89.45","89.14","90.09","88.60","437.94K","0.35%"
"07/24/2023","89.14","93.15","93.35","87.75","744.27K","-4.30%"
"07/23/2023","93.15","92.09","93.54","91.58","459.36K","1.15%"
"07/22/2023","92.09","94.10","96.29","91.41","523.23K","-2.14%"
"07/21/2023","94.10","92.37","94.74","91.79","562.39K","1.92%"
"07/20/2023","92.33","91.99","94.94","91.55","761.66K","0.37%"
"07/19/2023","91.99","91.58","94.17","91.45","610.56K","0.45%"
"07/18/2023","91.58","92.18","92.93","89.51","547.01K","-0.65%"
"07/17/2023","92.18","92.87","93.56","89.65","825.01K","-0.74%"
"07/16/2023","92.87","94.78","95.33","91.94","493.20K","-2.02%"
"07/15/2023","94.78","95.14","95.76","93.92","474.35K","-0.38%"
"07/14/2023","95.14","101.84","103.44","92.35","1.47M","-6.58%"
"07/13/2023","101.84","96.21","104.17","95.64","1.78M","5.85%"
"07/12/2023","96.21","96.77","97.82","94.29","681.20K","-0.58%"
"07/11/2023","96.77","96.76","98.20","95.60","775.78K","0.01%"
"07/10/2023","96.76","95.12","97.79","92.46","1.11M","1.72%"
"07/09/2023","95.12","97.79","98.37","94.79","468.57K","-2.77%"
"07/08/2023","97.83","98.23","98.47","96.63","431.21K","-0.41%"
"07/07/2023","98.23","95.32","98.58","94.66","866.88K","3.05%"
"07/06/2023","95.32","102.54","105.93","95.18","1.70M","-7.04%"
"07/05/2023","102.54","104.26","106.59","98.78","1.41M","-1.57%"
"07/04/2023","104.18","107.28","109.42","104.18","934.81K","-2.89%"
"07/03/2023","107.28","113.35","114.76","105.62","1.44M","-5.36%"
"07/02/2023","113.35","107.12","113.84","105.10","2.30M","5.60%"
"07/01/2023","107.34","108.66","112.63","104.29","2.62M","-1.21%"
"06/30/2023","108.66","84.71","111.26","84.30","5.47M","28.27%"
"06/29/2023","84.71","82.98","85.73","82.98","484.84K","2.08%"
"06/28/2023","82.98","88.07","88.09","81.66","639.37K","-5.78%"
"06/27/2023","88.07","87.19","89.37","86.95","470.38K","1.01%"
"06/26/2023","87.19","88.22","90.23","86.12","656.58K","-1.17%"
"06/25/2023","88.22","89.67","90.40","86.80","566.52K","-1.62%"
"06/24/2023","89.67","91.27","93.71","86.70","834.19K","-1.75%"
"06/23/2023","91.27","85.97","92.96","85.24","1.04M","6.16%"
"06/22/2023","85.97","85.12","88.84","84.33","796.86K","1.00%"
"06/21/2023","85.12","80.31","87.27","80.01","1.23M","5.99%"
"06/20/2023","80.31","77.51","80.84","75.87","550.33K","3.61%"
"06/19/2023","77.51","77.20","77.73","76.21","316.59K","0.40%"
"06/18/2023","77.20","76.87","78.45","76.40","294.01K","0.43%"
"06/17/2023","76.87","76.12","77.76","75.73","301.80K","0.99%"
"06/16/2023","76.12","74.55","76.84","74.20","419.34K","2.01%"
"06/15/2023","74.62","73.17","75.11","72.14","512.98K","1.98%"
"06/14/2023","73.17","77.49","78.12","71.53","678.68K","-5.57%"
"06/13/2023","77.49","77.50","79.53","76.34","560.57K","-0.01%"
"06/12/2023","77.50","77.69","77.85","75.35","624.47K","-0.24%"
"06/11/2023","77.69","77.17","78.95","76.18","601.30K","0.67%"
"06/10/2023","77.17","89.29","89.33","74.86","1.93M","-13.57%"
"06/09/2023","89.29","88.50","89.95","87.11","437.58K","0.89%"
"06/08/2023","88.50","88.83","89.51","87.22","405.87K","-0.37%"
"06/07/2023","88.83","90.92","91.20","87.50","691.67K","-2.30%"
"06/06/2023","90.92","87.70","91.34","85.89","836.84K","3.67%"
"06/05/2023","87.70","94.25","94.54","84.03","1.32M","-6.95%"
"06/04/2023","94.25","96.02","96.47","94.10","492.50K","-1.84%"
"06/03/2023","96.02","95.48","97.43","94.22","596.53K","0.57%"
"06/02/2023","95.48","94.18","95.63","92.81","714.44K","1.38%"
"06/01/2023","94.18","90.44","95.85","89.43","1.36M","4.12%"
"05/31/2023","90.45","92.24","92.68","88.12","730.32K","-1.94%"
"05/30/2023","92.24","90.86","93.30","90.57","553.23K","1.52%"
"05/29/2023","90.86","91.46","92.16","90.23","484.97K","-0.66%"
"05/28/2023","91.46","88.58","92.24","88.22","582.84K","3.25%"
"05/27/2023","88.58","87.16","88.79","86.92","337.31K","1.63%"
"05/26/2023","87.16","86.57","88.20","86.08","683.65K","0.54%"
"05/25/2023","86.69","85.83","86.71","83.00","834.71K","1.00%"
"05/24/2023","85.83","91.70","91.86","84.88","1.24M","-6.40%"
"05/23/2023","91.70","90.83","93.09","90.42","437.56K","0.94%"
"05/22/2023","90.85","92.22","92.79","89.92","462.68K","-1.49%"
"05/21/2023","92.22","92.43","93.36","91.28","434.34K","-0.23%"
"05/20/2023","92.43","91.80","92.75","90.65","332.30K","0.77%"
"05/19/2023","91.72","90.38","93.28","90.29","674.21K","1.48%"
"05/18/2023","90.38","93.87","94.16","89.31","778.95K","-3.64%"
"05/17/2023","93.79","89.86","94.97","89.65","1.63M","4.37%"
"05/16/2023","89.86","86.94","90.41","86.21","1.21M","3.36%"
"05/15/2023","86.94","83.52","88.43","82.21","1.11M","4.09%"
"05/14/2023","83.52","80.25","83.93","79.73","475.09K","4.07%"
"05/13/2023","80.25","80.45","81.07","80.02","378.30K","-0.25%"
"05/12/2023","80.45","80.88","81.46","77.49","770.90K","-0.53%"
"05/11/2023","80.88","80.94","81.91","78.40","787.84K","-0.07%"
"05/10/2023","80.94","79.88","82.02","77.50","862.78K","1.33%"
"05/09/2023","79.88","77.78","80.06","77.31","652.68K","2.70%"
"05/08/2023","77.78","83.44","85.17","75.86","1.09M","-6.78%"
"05/07/2023","83.44","83.25","84.66","82.98","405.45K","0.23%"
"05/06/2023","83.25","88.61","89.24","81.01","808.79K","-6.05%"
"05/05/2023","88.61","88.37","89.64","86.75","462.78K","0.27%"
"05/04/2023","88.37","88.87","89.15","87.48","317.22K","-0.56%"
"05/03/2023","88.87","88.13","89.81","85.59","561.80K","0.84%"
"05/02/2023","88.13","86.76","89.10","86.07","424.98K","1.58%"
"05/01/2023","86.76","88.14","88.86","85.22","538.48K","-1.57%"
"04/30/2023","88.14","91.06","91.38","87.92","395.84K","-3.21%"
"04/29/2023","91.06","89.63","91.53","89.26","351.33K","1.60%"
"04/28/2023","89.63","89.73","90.28","88.03","464.52K","-0.11%"
"04/27/2023","89.73","88.12","90.59","87.52","669.48K","1.83%"
"04/26/2023","88.12","91.00","93.96","84.63","985.51K","-3.16%"
"04/25/2023","91.00","88.31","91.74","87.22","767.40K","3.05%"
"04/24/2023","88.31","86.75","88.98","86.17","651.40K","1.77%"
"04/23/2023","86.77","87.00","87.07","84.53","394.86K","-0.26%"
"04/22/2023","87.00","85.33","87.13","84.81","413.35K","1.96%"
"04/21/2023","85.33","90.18","90.81","84.62","811.75K","-5.38%"
"04/20/2023","90.18","90.50","92.36","87.34","923.71K","-0.35%"
"04/19/2023","90.50","101.78","101.88","88.95","1.26M","-11.07%"
"04/18/2023","101.77","98.89","103.10","97.79","816.03K","2.97%"
"04/17/2023","98.83","100.03","100.28","97.51","692.90K","-1.20%"
"04/16/2023","100.03","96.66","102.04","95.10","902.41K","3.49%"
"04/15/2023","96.66","96.34","97.29","94.75","343.20K","0.33%"
"04/14/2023","96.34","94.19","98.88","93.76","1.04M","2.28%"
"04/13/2023","94.19","92.07","94.53","91.70","607.45K","2.36%"
"04/12/2023","92.02","94.23","94.65","90.95","713.64K","-2.35%"
"04/11/2023","94.23","93.79","96.95","93.18","759.08K","0.47%"
"04/10/2023","93.79","90.59","94.35","89.86","522.21K","3.53%"
"04/09/2023","90.59","89.91","91.01","89.15","253.68K","0.76%"
"04/08/2023","89.91","90.58","91.35","89.32","199.11K","-0.74%"
"04/07/2023","90.58","90.97","91.47","89.23","301.55K","-0.43%"
"04/06/2023","90.97","92.67","92.67","89.84","385.57K","-1.83%"
"04/05/2023","92.67","92.53","94.95","91.19","690.27K","0.15%"
"04/04/2023","92.53","92.98","93.98","91.59","505.40K","-0.48%"
"04/03/2023","92.98","92.81","95.77","90.06","909.19K","0.18%"
"04/02/2023","92.81","92.56","94.55","90.55","641.05K","0.27%"
"04/01/2023","92.56","89.57","94.09","89.38","687.35K","3.34%"
"03/31/2023","89.57","89.07","90.22","87.63","489.79K","0.56%"
"03/30/2023","89.07","91.30","93.26","86.77","751.28K","-2.44%"
"03/29/2023","91.30","89.08","92.95","88.98","709.00K","2.49%"
"03/28/2023","89.08","89.22","89.55","85.66","881.91K","-0.16%"
"03/27/2023","89.22","93.32","93.72","87.80","763.81K","-4.48%"
"03/26/2023","93.40","91.52","94.79","90.64","588.28K","2.05%"
"03/25/2023","91.52","93.60","93.97","90.03","685.11K","-2.22%"
"03/24/2023","93.60","93.60","95.75","89.45","1.33M","-0.09%"
"03/23/2023","93.68","87.25","94.46","85.60","1.87M","7.37%"
"03/22/2023","87.25","82.43","88.07","79.41","1.76M","5.85%"
"03/21/2023","82.43","78.02","83.42","76.88","906.64K","5.65%"
"03/20/2023","78.02","83.92","84.28","77.78","942.45K","-6.98%"
"03/19/2023","83.87","83.01","86.18","82.14","612.79K","1.04%"
"03/18/2023","83.01","85.51","87.85","82.30","990.43K","-2.92%"
"03/17/2023","85.51","78.86","85.51","78.20","935.08K","8.35%"
"03/16/2023","78.92","76.35","79.75","75.64","792.57K","3.37%"
"03/15/2023","76.35","84.00","85.40","75.21","1.32M","-9.11%"
"03/14/2023","84.00","81.46","88.10","79.24","1.37M","3.07%"
"03/13/2023","81.50","76.22","82.92","74.61","1.84M","6.93%"
"03/12/2023","76.22","69.21","76.30","67.44","1.39M","10.11%"
"03/11/2023","69.22","71.43","73.74","65.10","1.90M","-3.09%"
"03/10/2023","71.43","76.71","76.81","68.41","1.96M","-6.92%"
"03/09/2023","76.74","82.76","84.90","75.13","1.10M","-7.27%"
"03/08/2023","82.76","86.29","86.65","81.70","626.05K","-4.09%"
"03/07/2023","86.29","87.36","88.94","84.35","642.56K","-1.22%"
"03/06/2023","87.36","89.93","90.60","86.71","628.92K","-2.86%"
"03/05/2023","89.93","89.34","91.73","89.19","358.53K","0.66%"
"03/04/2023","89.34","90.54","90.83","87.56","348.03K","-1.33%"
"03/03/2023","90.54","95.34","95.42","86.12","934.00K","-5.03%"
"03/02/2023","95.34","97.85","98.27","93.92","530.73K","-2.57%"
"03/01/2023","97.85","93.79","98.19","93.64","578.27K","4.33%"
"02/28/2023","93.79","94.07","95.99","93.10","380.29K","-0.30%"
"02/27/2023","94.07","95.27","96.07","92.60","390.66K","-1.26%"
"02/26/2023","95.27","93.16","95.52","92.79","343.66K","2.26%"
"02/25/2023","93.16","91.58","93.47","90.62","426.38K","1.73%"
"02/24/2023","91.58","94.58","95.21","90.17","501.50K","-3.17%"
"02/23/2023","94.58","95.25","96.25","93.36","474.25K","-0.70%"
"02/22/2023","95.25","93.81","95.50","91.73","693.30K","1.54%"
"02/21/2023","93.81","95.92","96.76","91.77","739.57K","-2.20%"
"02/20/2023","95.92","97.60","98.55","94.50","935.35K","-1.72%"
"02/19/2023","97.60","99.72","101.47","96.95","433.84K","-2.13%"
"02/18/2023","99.72","100.15","101.86","98.94","434.89K","-0.43%"
"02/17/2023","100.15","98.54","101.59","98.29","569.62K","1.63%"
"02/16/2023","98.54","102.85","105.25","98.51","687.33K","-4.19%"
"02/15/2023","102.85","95.79","102.96","95.06","764.48K","7.37%"
"02/14/2023","95.79","91.07","95.89","90.35","622.12K","5.18%"
"02/13/2023","91.07","92.51","94.95","88.36","740.12K","-1.54%"
"02/12/2023","92.49","94.29","94.57","91.13","306.63K","-1.91%"
"02/11/2023","94.29","93.45","94.81","92.66","360.04K","0.90%"
"02/10/2023","93.45","92.06","94.15","91.09","640.82K","1.51%"
"02/09/2023","92.06","99.22","99.48","90.01","930.28K","-7.22%"
"02/08/2023","99.22","100.87","102.30","96.94","559.84K","-1.64%"
"02/07/2023","100.87","95.90","101.46","95.90","672.71K","5.18%"
"02/06/2023","95.90","96.63","97.95","95.15","371.48K","-0.76%"
"02/05/2023","96.63","98.50","98.88","94.94","417.62K","-1.87%"
"02/04/2023","98.47","99.87","101.33","98.25","357.02K","-1.40%"
"02/03/2023","99.87","98.46","100.73","97.52","570.02K","1.43%"
"02/02/2023","98.46","100.33","102.11","97.99","729.49K","-1.86%"
"02/01/2023","100.33","94.14","102.40","93.78","1.33M","6.58%"
"01/31/2023","94.14","91.26","96.26","91.26","1.05M","3.16%"
"01/30/2023","91.26","94.88","95.97","89.01","986.47K","-3.82%"
"01/29/2023","94.88","89.67","97.53","89.67","1.27M","5.81%"
"01/28/2023","89.67","88.90","89.90","87.16","392.05K","0.85%"
"01/27/2023","88.91","87.58","89.21","85.82","418.64K","1.52%"
"01/26/2023","87.58","89.34","89.92","86.90","476.01K","-1.97%"
"01/25/2023","89.34","87.23","91.86","85.56","529.32K","2.40%"
"01/24/2023","87.25","89.86","91.28","86.10","500.07K","-2.90%"
"01/23/2023","89.86","87.57","92.98","87.55","691.22K","2.62%"
"01/22/2023","87.57","87.87","90.02","86.61","501.90K","-0.43%"
"01/21/2023","87.95","90.32","91.49","87.87","720.86K","-2.62%"
"01/20/2023","90.32","84.20","91.04","83.01","757.42K","7.23%"
"01/19/2023","84.23","82.62","84.50","81.82","484.91K","1.95%"
"01/18/2023","82.62","86.99","88.36","82.40","935.81K","-5.02%"
"01/17/2023","86.99","85.91","88.93","84.74","740.82K","1.26%"
"01/16/2023","85.91","87.40","89.09","84.53","750.06K","-1.70%"
"01/15/2023","87.40","87.82","88.59","85.51","586.55K","-0.48%"
"01/14/2023","87.82","86.26","90.91","85.93","1.75M","1.81%"
"01/13/2023","86.26","86.12","87.78","83.64","891.19K","0.16%"
"01/12/2023","86.12","84.02","86.13","82.36","1.43M","2.50%"
"01/11/2023","84.02","80.83","84.96","79.90","968.49K","3.95%"
"01/10/2023","80.83","81.63","82.84","79.53","848.09K","-0.98%"
"01/09/2023","81.63","78.48","83.41","78.16","1.18M","4.01%"
"01/08/2023","78.48","76.34","78.48","75.28","625.89K","2.80%"
"01/07/2023","76.34","75.93","76.67","75.55","388.94K","0.54%"
"01/06/2023","75.93","74.24","76.45","72.78","797.96K","2.28%"
"01/05/2023","74.24","75.41","76.26","73.71","562.35K","-1.55%"
"01/04/2023","75.41","75.57","77.84","74.50","772.65K","-0.21%"
"01/03/2023","75.57","74.74","76.33","73.72","725.82K","1.07%"
"01/02/2023","74.77","70.91","76.55","70.08","1.06M","5.44%"
"01/01/2023","70.91","70.08","71.43","69.05","497.86K","1.18%"
"12/31/2022","70.08","67.94","71.03","67.62","563.95K","3.15%"
"12/30/2022","67.94","66.66","68.44","66.09","476.53K","1.92%"
"12/29/2022","66.66","66.32","67.24","65.58","498.34K","0.51%"
"12/28/2022","66.32","68.68","69.45","65.73","693.14K","-3.44%"
"12/27/2022","68.68","70.77","71.02","67.81","688.64K","-2.95%"
"12/26/2022","70.77","69.17","70.93","68.63","725.15K","2.31%"
"12/25/2022","69.17","65.76","69.60","65.39","561.70K","5.19%"
"12/24/2022","65.76","65.74","66.05","65.07","218.83K","0.03%"
"12/23/2022","65.74","66.20","66.66","65.00","387.54K","-0.69%"
"12/22/2022","66.20","65.43","66.70","64.34","505.76K","1.18%"
"12/21/2022","65.43","65.62","66.78","64.73","573.30K","-0.29%"
"12/20/2022","65.62","63.40","66.01","63.11","849.77K","3.50%"
"12/19/2022","63.40","64.39","64.93","61.09","866.19K","-1.54%"
"12/18/2022","64.39","64.89","65.74","63.17","639.11K","-0.77%"
"12/17/2022","64.89","66.28","67.59","62.83","1.34M","-2.10%"
"12/16/2022","66.28","72.37","73.53","65.07","1.16M","-8.42%"
"12/15/2022","72.37","75.29","75.44","71.90","600.38K","-3.88%"
"12/14/2022","75.29","77.39","79.08","74.43","911.55K","-2.71%"
"12/13/2022","77.39","76.22","79.76","74.36","1.02M","1.56%"
"12/12/2022","76.20","76.55","76.69","73.60","656.12K","-0.46%"
"12/11/2022","76.55","76.36","78.36","76.29","348.16K","0.24%"
"12/10/2022","76.37","76.31","77.40","75.76","301.24K","0.08%"
"12/09/2022","76.31","78.28","78.77","75.94","622.25K","-2.52%"
"12/08/2022","78.28","76.85","78.72","74.57","911.78K","1.86%"
"12/07/2022","76.85","79.90","80.38","75.99","864.81K","-3.82%"
"12/06/2022","79.90","80.18","81.68","77.80","802.74K","-0.35%"
"12/05/2022","80.18","77.13","83.98","76.86","1.70M","3.95%"
"12/04/2022","77.13","76.47","77.45","75.80","391.30K","0.86%"
"12/03/2022","76.47","77.98","78.03","75.44","432.65K","-1.94%"
"12/02/2022","77.98","77.56","78.06","75.47","581.98K","0.54%"
"12/01/2022","77.56","79.15","80.52","76.33","968.38K","-2.01%"
"11/30/2022","79.15","75.77","80.52","75.56","1.11M","4.46%"
"11/29/2022","75.77","73.97","77.62","73.53","1.21M","2.53%"
"11/28/2022","73.90","74.92","75.31","70.61","1.47M","-1.36%"
"11/27/2022","74.92","76.46","79.23","74.43","994.97K","-2.01%"
"11/26/2022","76.46","73.95","79.50","73.91","1.27M","3.39%"
"11/25/2022","73.95","78.70","79.15","73.37","1.55M","-6.04%"
"11/24/2022","78.70","78.99","79.45","75.48","1.70M","-0.37%"
"11/23/2022","78.99","70.61","81.91","69.66","3.06M","11.87%"
"11/22/2022","70.61","61.34","71.11","61.22","2.21M","15.11%"
"11/21/2022","61.34","62.12","63.41","59.58","1.22M","-1.22%"
"11/20/2022","62.10","63.96","64.63","60.49","739.56K","-2.91%"
"11/19/2022","63.96","63.61","64.40","62.60","585.82K","2.62%"
"11/18/2022","62.33","62.19","63.82","61.63","850.90K","0.14%"
"11/17/2022","62.24","56.92","63.23","56.92","1.09M","9.35%"
"11/16/2022","56.92","58.05","60.16","56.82","697.99K","-1.95%"
"11/15/2022","58.05","56.62","59.52","56.50","786.14K","2.53%"
"11/14/2022","56.62","57.36","59.17","53.61","1.46M","-1.29%"
"11/13/2022","57.36","59.85","60.29","56.47","585.96K","-4.16%"
"11/12/2022","59.85","61.45","61.69","58.29","768.92K","-2.60%"
"11/11/2022","61.45","60.48","64.21","58.58","1.92M","1.60%"
"11/10/2022","60.48","50.62","61.22","50.08","2.07M","19.48%"
"11/09/2022","50.62","57.82","59.73","48.00","2.10M","-12.45%"
"11/08/2022","57.82","67.39","68.59","54.33","2.19M","-14.20%"
"11/07/2022","67.39","68.26","72.94","66.38","1.39M","-1.27%"
"11/06/2022","68.26","69.29","70.68","67.63","804.87K","-1.63%"
"11/05/2022","69.39","67.57","71.72","67.11","1.11M","2.69%"
"11/04/2022","67.57","61.87","70.21","61.69","1.44M","9.21%"
"11/03/2022","61.87","60.86","64.54","60.17","1.38M","1.66%"
"11/02/2022","60.86","55.10","62.37","54.71","2.10M","10.41%"
"11/01/2022","55.12","55.04","55.90","54.52","350.51K","0.15%"
"10/31/2022","55.04","55.35","56.40","54.07","474.61K","-0.56%"
"10/30/2022","55.35","56.62","57.47","54.73","375.73K","-2.24%"
"10/29/2022","56.62","54.92","57.48","54.70","551.72K","3.10%"
"10/28/2022","54.92","54.73","55.47","53.54","434.33K","0.35%"
"10/27/2022","54.73","56.40","56.65","54.55","429.44K","-2.96%"
"10/26/2022","56.40","55.88","57.56","55.70","516.75K","0.93%"
"10/25/2022","55.88","52.54","56.80","52.28","560.30K","6.36%"
"10/24/2022","52.54","54.03","54.20","52.11","349.61K","-2.76%"
"10/23/2022","54.03","52.18","54.03","51.83","251.14K","3.55%"
"10/22/2022","52.18","51.60","52.47","51.37","187.50K","1.12%"
"10/21/2022","51.60","51.22","51.80","49.70","305.42K","0.74%"
